,Residency,Num1,Num2a,Num2b,Num3
1547,DE,,,,
1548,DE,0.25,,0.285714,
1549,DE,0.4,0.2,,
1550,DE,0.25,,0.285714,
1551,DE,0.1,0.2,,
1552,DE,0.4,1.0,,
1553,DE,0.1,0.6,,
1554,DE,0.1,0.2,,
1555,DE,0.03,0.6,,
1556,DE,0.33,0.4,,
1557,DE,0.2,0.6,,
1558,DE,0.75,0.5,,
1559,DE,0.12,0.04,,
1560,DE,0.2,0.06,,
1561,DE,0.2,0.5,,
1562,DE,0.6,0.7,,
1563,DE,0.25,,0.285714,
1564,DE,0.5,0.12,,
1565,DE,0.1,0.04,,
1566,DE,0.4,0.5,,
1567,DE,0.3,0.4,,
1568,DE,0.3,0.5,,
1569,DE,0.25,,0.428571,0.04
1570,DE,0.3,0.06,,
1571,DE,0.5,0.5,,
1572,DE,0.1,0.8,,
1573,DE,0.3,0.5,,
1574,DE,0.25,,0.0,0.03
1575,DE,0.3,0.44,,
1576,DE,0.2,0.2,,
1577,DE,,,,
1578,DE,0.75,0.8,,
1579,DE,0.33,0.2,,
1580,DE,0.1,0.6,,
1581,DE,0.8,0.8,,
1582,DE,0.1,0.5,,
1583,DE,0.27,0.32,,
1584,DE,0.1,0.6,,
1585,DE,0.01,0.02,,
1586,DE,0.1,0.4,,
1587,DE,0.2,0.5,,
1588,DE,0.1,0.6,,
1589,DE,0.03,0.4,,
1590,DE,0.25,,0.285714,
1591,DE,,0.4,,
1592,DE,0.25,,0.285714,
1593,DE,0.25,,0.342857,0.02
1594,DE,0.35,0.5,,
1595,DE,0.6,0.6,,
1596,DE,0.1,0.4,,
1597,DE,0.01,1.0,,
1598,DE,,0.0,,
1599,DE,0.25,,0.285714,
1600,DE,0.45,0.6,,
1601,DE,0.3,0.5,,
1602,DE,0.4,0.6,,
1603,DE,0.6,0.7,,
1604,DE,0.1,0.8,,
1605,DE,0.1,0.5,,
1606,DE,0.25,,0.328571,0.4
1607,DE,0.25,,0.142857,0.25
1608,DE,0.5,0.1,,
1609,DE,0.05,0.6,,
1610,DE,0.1,0.4,,
1611,DE,0.02,0.1,,
1612,DE,0.75,0.16,,
1613,DE,0.25,,0.314286,0.02
1614,DE,0.4,0.6,,
1615,DE,0.2,0.6,,
1616,DE,0.25,,0.285714,
1617,DE,0.2,0.5,,
1618,DE,0.6,0.5,,
1619,DE,0.3,1.0,,
1620,DE,0.4,0.6,,
1621,DE,0.25,,0.142857,0.1
1622,DE,0.1,0.6,,
1623,DE,0.25,,0.285714,
1624,DE,0.2,0.2,,
1625,DE,0.2,0.6,,
1626,DE,0.4,0.6,,
1627,DE,0.4,0.6,,
1628,DE,0.4,0.8,,
1629,DE,0.33,0.76,,
1630,DE,0.65,0.6,,
1631,DE,0.25,,0.5,0.07
1632,DE,0.25,,0.171429,0.35
1633,DE,0.4,0.6,,
1634,DE,0.25,,0.328571,0.04
1635,DE,0.1,0.1,,
1636,DE,0.2,0.2,,
1637,DE,0.25,,0.328571,0.2
1638,DE,0.25,,1.0,0.3
1639,DE,0.2,0.06,,
1640,DE,0.25,,0.285714,
1641,DE,0.1,0.6,,
1642,DE,0.5,0.1,,
1643,DE,0.25,,0.328571,0.05
1644,DE,0.05,0.24,,
1645,DE,0.3,0.8,,
1646,DE,0.4,0.6,,
1647,DE,0.4,0.5,,
1648,DE,0.4,0.5,,
1649,DE,0.33,0.6,,
1650,DE,0.4,0.6,,
1651,DE,0.75,0.06,,
1652,DE,,,,
1653,DE,0.25,,0.357143,0.05
1654,DE,0.1,0.5,,
1655,DE,0.03,0.6,,
1656,DE,0.4,0.6,,
1657,DE,0.25,,0.285714,
1658,DE,0.15,0.4,,
1659,DE,0.25,,0.342857,0.5
1660,DE,0.8,0.5,,
1661,DE,0.01,0.02,,
1662,DE,0.25,,0.328571,0.04
1663,DE,0.4,0.3332,,
1664,DE,0.3,0.4,,
1665,DE,0.25,,0.414286,0.2
1666,DE,0.3,0.6,,
1667,DE,0.02,1.0,,
1668,DE,0.0025,0.5,,
1669,DE,0.7,0.6,,
1670,DE,0.25,,0.285714,
1671,DE,0.66,0.6,,
1672,DE,0.01,1.0,,
1673,DE,0.2,0.6,,
1674,DE,0.22,0.64,,
1675,DE,0.33,0.5,,
1676,DE,0.1,0.18,,
1677,DE,0.25,,0.285714,
1678,DE,0.05,0.4,,
1679,DE,0.2,0.5,,
1680,DE,0.07,0.16,,
1681,DE,0.25,,0.285714,
1682,DE,0.25,,0.285714,
1683,DE,0.02,0.0,,
1684,DE,0.2,0.6,,
1685,DE,0.1,0.6,,
1686,DE,0.2,0.06,,
1687,DE,0.1,0.6,,
1688,DE,0.1,0.5,,
1689,DE,0.04,0.4,,
1690,DE,0.5,0.6,,
1691,DE,0.4,0.6,,
1692,DE,0.3,0.4,,
1693,DE,0.25,,0.014286,0.04
1694,DE,0.1,0.5,,
1695,DE,0.7,0.6,,
1696,DE,0.4,0.5,,
1697,DE,0.1,0.5,,
1698,DE,0.1,0.03,,
1699,DE,0.15,0.6,,
1700,DE,,,,
1701,DE,0.5,0.4,,
1702,DE,0.25,,0.428571,0.5
1703,DE,0.35,0.6,,
1704,DE,0.3,0.2,,
1705,DE,0.01,0.06,,
1706,DE,0.4,0.9,,
1707,DE,0.005,0.06,,
1708,DE,0.05,0.5,,
1709,DE,0.33,0.6,,
1710,DE,0.1,0.01,,
1711,DE,0.005,0.6,,
1712,DE,0.33,0.5,,
1713,DE,0.15,0.06,,
1714,DE,0.25,,0.328571,0.5
1715,DE,0.2,0.5,,
1716,DE,0.25,,0.571429,0.04
1717,DE,0.25,,0.171429,0.1
1718,DE,0.25,,,
1719,DE,0.1,0.6,,
1720,DE,0.1,0.6,,
1721,DE,0.25,,0.314286,0.05
1722,DE,0.1,0.6,,
1723,DE,0.35,0.66,,
1724,DE,0.2,0.06,,
1725,DE,0.05,0.5,,
1726,DE,0.2,0.4,,
1727,DE,0.1,0.06,,
1728,DE,0.2,0.0,,
1729,DE,0.1,0.6,,
1730,DE,0.25,,0.285714,
1731,DE,0.1,0.5,,
1732,DE,0.1,0.38,,
1733,DE,1.0,1.0,,
1734,DE,0.1,0.4,,
1735,DE,0.7,0.5,,
1736,DE,0.25,,0.328571,0.08
1737,DE,0.25,,0.314286,0.4
1738,DE,0.8,0.7,,
1739,DE,0.0,1.0,,
1740,DE,0.4,0.4,,
1741,DE,0.35,0.6,,
1742,DE,0.4,0.6,,
1743,DE,0.1,,,
1744,DE,0.2,0.6,,
1745,DE,0.0025,0.5,,
1746,DE,0.55,0.1,,
1747,DE,0.2,0.5,,
1748,DE,0.1,0.6,,
1749,DE,0.7,0.1,,
1750,DE,0.3,0.6,,
1751,DE,0.05,0.06,,
1752,DE,0.2,0.5,,
1753,DE,0.4,0.5,,
1754,DE,0.4,,,
1755,DE,0.1,0.08,,
1756,DE,0.166,0.6,,
1757,DE,0.1,0.6,,
1758,DE,0.4,0.66,,
1759,DE,0.02,0.1,,
1760,DE,0.1,0.5,,
1761,DE,0.25,,,
1762,DE,0.4,0.5,,
1763,DE,0.1,0.5,,
1764,DE,0.1,0.5,,
1765,DE,0.02,,,
1766,DE,0.3,0.6,,
1767,DE,0.25,,0.5,0.4
1768,DE,0.0005,0.5,,
1769,DE,0.0,0.4,,
1770,DE,0.75,1.0,,
1771,DE,0.4,0.0,,
1772,DE,0.08,0.06,,
1773,DE,0.1,0.4,,
1774,DE,0.08,0.6,,
1775,DE,0.25,,0.328571,0.04
1776,DE,0.1,0.6,,
1777,DE,0.2,0.6,,
1778,DE,0.3,0.5,,
1779,DE,0.1,0.1,,
1780,DE,0.25,,0.5,0.25
1781,DE,0.8,0.52,,
1782,DE,0.03,0.5,,
1783,DE,0.25,,0.342857,0.04
1784,DE,0.25,,0.185714,0.2
1785,DE,0.25,,0.285714,
1786,DE,,,,
1787,DE,0.2,,,
1788,DE,0.2,0.2,,
1789,DE,0.75,0.6,,
1790,DE,0.5,0.6,,
1791,DE,0.5,0.4,,
1792,DE,0.4,0.6,,
1793,DE,0.4,0.5,,
1794,DE,0.1,0.5,,
1795,DE,0.2,0.7,,
1796,DE,0.2,0.1,,
1797,DE,0.5,0.1,,
1798,DE,0.2,1.0,,
1799,DE,0.1,0.3,,
1800,DE,0.25,,0.328571,0.02
1801,DE,0.2,0.6,,
1802,DE,0.2,0.5,,
1803,DE,0.4,0.6,,
1804,DE,0.2,0.4,,
1805,DE,0.2,0.6,,
1806,DE,0.35,0.3,,
1807,DE,0.2,0.3,,
1808,DE,0.2,0.5,,
1809,DE,0.3,0.024,,
1810,DE,0.1,1.0,,
1811,DE,0.6,0.6,,
1812,DE,0.4,1.0,,
1813,DE,0.4,0.5,,
1814,DE,0.2,0.6,,
1815,DE,0.2,0.5,,
1816,DE,0.1,0.02,,
1817,DE,0.1,0.6,,
1818,DE,0.3,0.5,,
1819,DE,0.3,0.5,,
1820,DE,0.03,0.5,,
1821,DE,0.1,0.1,,
1822,DE,0.1,0.4,,
1823,DE,0.1,0.5,,
1824,DE,0.3,0.66,,
1825,DE,0.1,0.6,,
1826,DE,0.1,0.1,,
1827,DE,0.1,0.5,,
1828,DE,0.25,,0.285714,
1829,DE,0.3,0.5,,
1830,DE,0.2,0.2,,
1831,DE,0.25,,0.328571,0.2
1832,DE,0.1,0.5,,
1833,DE,0.25,,0.285714,
1834,DE,0.5,0.7,,
1835,DE,0.25,,0.328571,0.08
1836,DE,0.3,0.1,,
1837,DE,0.4,0.68,,
1838,DE,0.25,,0.285714,
1839,DE,0.01,0.3,,
1840,DE,0.2,0.6,,
1841,DE,0.15,0.7,,
1842,DE,0.25,,0.5,0.5
1843,DE,0.1,0.6,,
1844,DE,0.4,0.6,,
1845,DE,0.15,0.2,,
1846,DE,0.1,1.0,,
1847,DE,0.3,0.6,,
1848,DE,0.25,,0.342857,0.25
1849,DE,0.4,0.2,,
1850,DE,0.25,,0.5,
1851,DE,0.0,0.0,,
1852,DE,0.02,0.6,,
1853,DE,0.35,0.6,,
1854,DE,0.1,0.4,,
1855,DE,0.1,0.5,,
1856,DE,0.1,0.6,,
1857,DE,0.25,,0.2,0.2
1858,DE,0.25,,0.285714,
1859,DE,0.25,,0.285714,
1860,DE,0.2,0.1,,
1861,DE,0.2,0.32,,
1862,DE,0.25,,0.714286,0.2
1863,DE,0.2,0.2,,
1864,DE,0.15,0.4,,
1865,DE,0.1,0.5,,
1866,DE,0.1,0.5,,
1867,DE,0.2,0.5,,
1868,DE,0.8,0.5,,
1869,DE,0.6,0.6,,
1870,DE,0.1,0.6,,
1871,DE,0.25,,0.028571,0.05
1872,DE,0.4,1.0,,
1873,DE,0.75,0.1,,
1874,DE,0.25,,0.285714,
1875,DE,0.05,0.6,,
1876,DE,0.1,0.2,,
1877,DE,0.75,0.7,,
1878,DE,0.25,,0.171429,0.25
1879,DE,0.1,0.5,,
1880,DE,0.2,0.6,,
1881,DE,0.15,0.5,,
1882,DE,0.2,0.7,,
1883,DE,0.3,0.7,,
1884,DE,,,,
1885,DE,0.25,,0.285714,
1886,DE,0.4,0.6,,
1887,DE,0.25,,0.328571,0.5
1888,DE,0.4,0.6,,
1889,DE,0.3,0.66,,
1890,DE,0.4,0.6,,
1891,DE,0.1,0.5,,
1892,DE,0.4,0.5,,
1893,DE,0.08,0.44,,
1894,DE,0.1,0.0,,
1895,DE,0.1,0.6,,
1896,DE,0.25,,0.328571,0.2
1897,DE,0.8,0.8,,
1898,DE,0.05,0.8,,
1899,DE,0.1,0.5,,
1900,DE,0.25,,0.5,0.04
1901,DE,0.4,0.5,,
1902,DE,0.4,0.6,,
1903,DE,0.0025,0.6,,
1904,DE,0.2,0.1,,
1905,DE,0.4,0.7,,
1906,DE,0.25,,0.285714,
1907,DE,0.76,0.5,,
1908,DE,0.25,,0.142857,0.3
1909,DE,0.2,0.4,,
1910,DE,0.3,0.8,,
1911,DE,0.15,0.06,,
1912,DE,0.15,0.6,,
1913,DE,0.3,0.6,,
1914,DE,0.15,0.1,,
1915,DE,0.1,0.16,,
1916,DE,0.2,0.0,,
1917,DE,0.33,0.48,,
1918,DE,0.4,0.5,,
1919,DE,0.03,0.8,,
1920,DE,0.2,0.5,,
1921,DE,0.25,,0.285714,
1922,DE,0.0,0.0,,
1923,DE,0.05,0.5,,
1924,DE,0.4,0.2,,
1925,DE,0.1,0.5,,
1926,DE,0.2,0.6,,
1927,DE,0.02,0.66,,
1928,DE,0.6,0.14,,
1929,DE,1.0,0.3,,
1930,DE,0.3,1.0,,
1931,DE,0.2,0.5,,
1932,DE,0.25,,0.285714,
1933,DE,,,,
1934,DE,0.3,0.2,,
1935,DE,0.05,0.3,,
1936,DE,0.3,0.5,,
1937,DE,0.1,0.4,,
1938,DE,0.25,,0.428571,0.25
1939,DE,0.1,0.2,,
1940,DE,0.1,0.5,,
1941,DE,0.3,0.6,,
1942,DE,0.25,,0.285714,
1943,DE,0.4,0.0,,
1944,DE,0.25,,0.071429,0.15
1945,DE,0.5,0.6,,
1946,DE,,,,
1947,DE,0.25,,0.328571,0.05
1948,DE,0.1,0.5,,
1949,DE,0.25,,0.328571,0.04
1950,DE,0.25,,0.285714,
1951,DE,0.05,0.5,,
1952,DE,0.2,0.06,,
1953,DE,0.25,,0.285714,
1954,DE,0.1,0.2,,
1955,DE,0.5,0.3,,
1956,DE,0.3,0.16,,
1957,DE,0.8,0.32,,
1958,DE,0.1,0.6,,
1959,DE,0.1,0.6,,
1960,DE,0.5,1.0,,
1961,DE,0.25,,0.328571,0.8
1962,DE,0.25,,0.285714,
1963,DE,0.4,0.4,,
1964,DE,0.5,1.0,,
1965,DE,0.25,,0.357143,0.15
1966,DE,0.25,,0.342857,0.4
1967,DE,0.02,0.2,,
1968,DE,0.03,0.6,,
1969,DE,0.2,0.36,,
1970,DE,0.2,0.06,,
1971,DE,0.5,0.5,,
1972,DE,0.1,0.2,,
1973,DE,0.75,0.5,,
1974,DE,0.4,0.74,,
1975,DE,0.04,0.5,,
1976,DE,0.02,0.2,,
1977,DE,0.25,,0.328571,0.5
1978,DE,0.3,0.6,,
1979,DE,0.15,,,
1980,DE,,,,
1981,DE,0.25,,0.214286,0.3
1982,DE,0.33,0.6,,
1983,DE,0.2,0.6,,
1984,DE,0.4,0.6,,
1985,DE,0.1,0.6,,
1986,DE,0.02,0.06,,
1987,DE,,,,
1988,DE,0.086,1.0,,
1989,DE,,,,
1990,DE,0.4,,,
1991,DE,,,,
1992,DE,,,,
1993,DE,,,,
1994,DE,,,,
1995,DE,,,,
1996,DE,,,,
1997,DE,,,,
1998,DE,,,,
1999,DE,0.03,0.5,,
2000,DE,,,,
2001,DE,,,,
2002,DE,,,,
2003,DE,,,,
2004,DE,0.1,0.7,,
2005,DE,,,,
2006,DE,,,,
2007,DE,,,,
2008,DE,0.1,0.06,,
2009,DE,0.1,0.5,,
2010,DE,0.2,0.5,,
2011,DE,0.25,,0.285714,
2012,DE,0.15,0.6,,
2013,DE,0.4,0.5,,
2014,DE,0.7,0.6,,
2015,DE,0.25,,0.328571,0.55
2016,DE,0.3,0.6,,
2017,DE,0.03,0.6,,
2018,DE,,,,
2019,DE,0.15,0.5,,
2020,DE,0.05,0.5,,
2021,DE,0.1,0.6,,
2022,DE,0.4,0.5,,
2023,DE,0.25,,0.228571,0.2
2024,DE,0.1,0.6,,
2025,DE,0.25,,0.314286,0.15
2026,DE,0.4,0.6,,
2027,DE,0.25,,0.142857,0.4
2028,DE,0.25,,0.471429,0.2
2029,DE,0.25,,0.285714,
2030,DE,0.05,0.2,,
2031,DE,0.1,0.5,,
2032,DE,0.02,,,
2033,DE,0.8,0.8,,
2034,DE,0.1,0.5,,
2035,DE,0.3,0.5,,
2036,DE,0.9,0.4,,
2037,DE,0.1,0.4,,
2038,DE,0.1,0.5,,
2039,DE,0.1,0.6,,
2040,DE,0.1,0.6,,
2041,DE,0.5,0.5,,
2042,DE,0.7,0.78,,
2043,DE,0.4,0.4,,
2044,DE,0.25,,0.5,0.2
2045,DE,0.1,0.5,,
2046,DE,,0.84,,
2047,DE,0.2,0.06,,
2048,DE,0.3,0.1,,
2049,DE,0.2,0.2,,
2050,DE,0.1,0.6,,
2051,DE,0.25,,0.285714,
2052,DE,0.33,0.6,,
2053,DE,0.03,0.46,,
2054,DE,0.06,0.6,,
2055,DE,0.25,,0.285714,
2056,DE,,,,
2057,DE,0.3,0.46,,
2058,DE,0.2,0.6,,
2059,DE,0.05,0.4,,
2060,DE,0.0,0.8,,
2061,DE,0.25,,0.285714,
2062,DE,0.2,0.5,,
2063,DE,0.25,,0.328571,0.8
2064,DE,0.3,0.4,,
2065,DE,0.1,0.5,,
2066,DE,0.25,,0.328571,0.08
2067,DE,0.5,1.0,,
2068,DE,0.25,,0.333286,0.04
2069,DE,0.3,0.2,,
2070,DE,0.25,,0.328571,0.3
2071,DE,0.33,1.0,,
2072,DE,0.25,,0.285714,
2073,DE,0.4,0.5,,
2074,DE,0.4,0.6,,
2075,DE,0.25,,0.332857,0.5
2076,DE,0.2,0.2,,
2077,DE,0.1,0.6,,
2078,DE,0.25,,0.285714,
2079,DE,,,,
2080,DE,0.4,0.5,,
2081,DE,0.4,0.6,,
2082,DE,0.15,0.4,,
2083,DE,0.25,,0.285714,
2084,DE,0.15,0.06,,
2085,DE,0.05,0.5,,
2086,DE,0.05,0.3,,
2087,DE,0.2,0.6,,
2088,DE,0.1,0.76,,
2089,DE,0.25,,0.328571,0.05
2090,DE,0.4,0.5,,
2091,DE,0.2,0.6,,
2092,DE,,,,
2093,DE,0.4,0.5,,
2094,DE,0.25,,0.314286,0.02
2095,DE,0.3,0.6,,
2096,DE,0.4,0.5,,
2097,DE,0.1,0.6,,
2098,DE,0.2,0.5,,
2099,DE,0.08,0.6,,
2100,ES,0.4,0.5,,
2101,ES,0.5,1.0,,
2102,ES,0.5,1.0,,
2103,ES,0.25,,0.5,0.2
2104,ES,0.25,,0.328571,0.5
2105,ES,0.25,,0.285714,
2106,ES,0.7,0.5,,
2107,ES,0.1,0.6,,
2108,ES,0.1,0.1,,
2109,ES,0.1,0.6,,
2110,ES,0.8,0.6,,
2111,ES,0.1,0.64,,
2112,ES,0.1,0.06,,
2113,ES,0.05,0.16,,
2114,ES,0.4,0.6,,
2115,ES,0.25,,0.5,0.005
2116,ES,0.4,0.6,,
2117,ES,0.1,0.2,,
2118,ES,0.25,,1.0,0.2
2119,ES,0.03,0.7,,
2120,ES,0.2,0.5,,
2121,ES,0.4,0.4,,
2122,ES,0.25,,0.1,0.08
2123,ES,0.3,0.7,,
2124,ES,0.3,0.8,,
2125,ES,0.45,0.08,,
2126,ES,0.2,0.5,,
2127,ES,0.3,0.8,,
2128,ES,0.25,,0.357143,0.15
2129,ES,,,,
2130,ES,0.4,0.5,,
2131,ES,0.45,0.68,,
2132,ES,0.2,0.5,,
2133,ES,0.2,0.8,,
2134,ES,0.25,,0.342857,0.5
2135,ES,0.25,,0.328571,0.8
2136,ES,0.05,0.8,,
2137,ES,0.1,0.06,,
2138,ES,,,,
2139,ES,0.1,0.6,,
2140,ES,0.1,0.5,,
2141,ES,0.5,0.2,,
2142,ES,0.4,0.6,,
2143,ES,0.4,1.0,,
2144,ES,0.2,0.4,,
2145,ES,0.1,0.68,,
2146,ES,0.2,0.02,,
2147,ES,0.4,0.5,,
2148,ES,0.25,,0.342857,0.5
2149,ES,0.1,0.6,,
2150,ES,0.01,0.2,,
2151,ES,0.5,0.5,,
2152,ES,0.25,,0.428571,0.01
2153,ES,0.0,0.1,,
2154,ES,0.01,0.5,,
2155,ES,0.68,0.7,,
2156,ES,0.1,0.6,,
2157,ES,0.3,0.2,,
2158,ES,0.01,0.1,,
2159,ES,0.33,0.66,,
2160,ES,0.5,0.1,,
2161,ES,0.1,0.7,,
2162,ES,0.3,0.6,,
2163,ES,0.25,,0.314286,0.4
2164,ES,0.1,0.5,,
2165,ES,0.3,0.5,,
2166,ES,0.2,0.2,,
2167,ES,0.6,1.0,,
2168,ES,0.1,0.6,,
2169,ES,0.1,0.6,,
2170,ES,0.5,0.6,,
2171,ES,0.25,,0.714286,0.3
2172,ES,0.4,0.5,,
2173,ES,0.5,1.0,,
2174,ES,0.4,0.5,,
2175,ES,0.25,,0.5,0.2
2176,ES,0.6,0.4,,
2177,ES,0.7,0.6,,
2178,ES,0.1,0.6,,
2179,ES,0.2,0.7,,
2180,ES,0.25,,0.5,0.2
2181,ES,0.05,0.6,,
2182,ES,0.75,1.0,,
2183,ES,0.6,0.4,,
2184,ES,0.1,0.5,,
2185,ES,0.5,0.02,,
2186,ES,0.4,0.6,,
2187,ES,0.55,0.1,,
2188,ES,0.1,1.0,,
2189,ES,0.9,0.7,,
2190,ES,0.4,0.7,,
2191,ES,0.5,0.7,,
2192,ES,1.0,0.5,,
2193,ES,,,,
2194,ES,0.02,0.2,,
2195,ES,0.4,1.0,,
2196,ES,0.25,,0.2,0.04
2197,ES,0.4,1.0,,
2198,ES,0.5,0.6,,
2199,ES,0.75,0.3,,
2200,ES,0.7,0.5,,
2201,ES,0.2,0.1,,
2202,ES,0.5,0.2,,
2203,ES,0.33,0.5,,
2204,ES,0.33,0.5,,
2205,ES,0.1,0.1,,
2206,ES,0.4,0.8,,
2207,ES,0.6,0.6,,
2208,ES,0.3,1.0,,
2209,ES,0.1,0.4,,
2210,ES,0.05,0.1,,
2211,ES,0.5,0.06,,
2212,ES,0.2,0.6,,
2213,ES,0.1,0.5,,
2214,ES,0.2,0.66,,
2215,ES,0.45,1.0,,
2216,ES,0.1,0.56,,
2217,ES,0.8,0.6,,
2218,ES,0.1,0.5,,
2219,ES,0.2,0.5,,
2220,ES,0.5,0.5,,
2221,ES,0.3,0.5,,
2222,ES,0.25,,0.285714,
2223,ES,0.05,0.5,,
2224,ES,0.8,0.34,,
2225,ES,0.1,0.6,,
2226,ES,0.25,,0.285714,
2227,ES,0.1,1.0,,
2228,ES,0.15,0.3,,
2229,ES,0.03,0.3,,
2230,ES,0.4,0.1,,
2231,ES,0.1,0.5,,
2232,ES,0.2,1.0,,
2233,ES,0.2,0.1,,
2234,ES,0.3,0.1,,
2235,ES,0.15,0.7,,
2236,ES,0.1,0.6,,
2237,ES,0.1,0.7,,
2238,ES,,,,
2239,ES,0.6,0.5,,
2240,ES,0.45,0.08,,
2241,ES,0.1,0.48,,
2242,ES,0.1,0.6,,
2243,ES,0.3,0.5,,
2244,ES,1.0,0.2,,
2245,ES,0.25,,0.285714,
2246,ES,0.45,0.4,,
2247,ES,0.8,0.5,,
2248,ES,0.7,0.6,,
2249,ES,0.05,0.5,,
2250,ES,0.6,1.0,,
2251,ES,0.1,0.8,,
2252,ES,0.3,0.6,,
2253,ES,0.05,0.4,,
2254,ES,0.75,0.3,,
2255,ES,0.1,1.0,,
2256,ES,0.5,0.1,,
2257,ES,1.0,1.0,,
2258,ES,0.25,,0.5,0.15
2259,ES,0.4,1.0,,
2260,ES,0.1,0.6,,
2261,ES,0.6,0.5,,
2262,ES,0.6,0.6,,
2263,ES,0.4,0.5,,
2264,ES,0.3,0.5,,
2265,ES,0.8,0.6,,
2266,ES,0.25,,0.3,0.001
2267,ES,0.25,,0.5,0.2
2268,ES,0.15,0.1,,
2269,ES,0.01,0.2,,
2270,ES,0.4,0.6,,
2271,ES,0.4,0.5,,
2272,ES,0.5,0.24,,
2273,ES,0.2,0.2,,
2274,ES,0.33,0.8,,
2275,ES,0.25,,0.285714,
2276,ES,0.4,0.6,,
2277,ES,0.1,0.7,,
2278,ES,3e-05,0.66,,
2279,ES,0.7,1.0,,
2280,ES,0.1,0.3,,
2281,ES,0.4,0.4,,
2282,ES,0.75,1.0,,
2283,ES,0.6,0.6,,
2284,ES,0.5,1.0,,
2285,ES,0.4,0.5,,
2286,ES,0.5,0.4,,
2287,ES,0.7,0.1,,
2288,ES,0.4,1.0,,
2289,ES,0.6,0.6,,
2290,ES,0.75,0.6,,
2291,ES,0.1,0.1,,
2292,ES,0.25,,0.171429,0.025
2293,ES,0.05,0.6,,
2294,ES,0.4,0.6,,
2295,ES,0.25,,0.285714,
2296,ES,0.4,0.1,,
2297,ES,0.4,0.6,,
2298,ES,0.1,0.06,,
2299,ES,0.1,1.0,,
2300,ES,0.8,0.2,,
2301,ES,0.1,0.6,,
2302,ES,0.6,1.0,,
2303,ES,0.4,0.66,,
2304,ES,0.83,0.5,,
2305,ES,0.4,0.6,,
2306,ES,0.3,0.6,,
2307,ES,0.6,0.6,,
2308,ES,0.1,0.7,,
2309,ES,0.013,0.6,,
2310,ES,0.7,0.5,,
2311,ES,0.5,0.6,,
2312,ES,,,,
2313,ES,0.4,0.8,,
2314,ES,0.15,0.1,,
2315,ES,0.5,0.6,,
2316,ES,0.4,0.5,,
2317,ES,0.8,0.6,,
2318,ES,0.4,0.6,,
2319,ES,0.25,,0.514286,0.2
2320,ES,0.25,,0.071429,0.15
2321,ES,0.1,0.5,,
2322,ES,0.1,0.5,,
2323,ES,0.8,0.6,,
2324,ES,0.04,1.0,,
2325,ES,0.5,1.0,,
2326,ES,0.25,,0.328571,0.5
2327,ES,0.1,0.06,,
2328,ES,0.25,,0.285714,
2329,ES,0.6,0.6,,
2330,ES,0.75,0.1,,
2331,ES,0.25,,0.285714,
2332,ES,0.4,0.32,,
2333,ES,0.25,,0.142857,0.04
2334,ES,0.25,,0.328571,0.04
2335,ES,0.4,0.6,,
2336,ES,0.3,0.5,,
2337,ES,0.04,0.7,,
2338,ES,0.4,0.6,,
2339,ES,0.1,0.5,,
2340,ES,0.3,1.0,,
2341,ES,0.5,0.7,,
2342,ES,0.2,0.6,,
2343,ES,0.6,0.6,,
2344,ES,0.05,0.5,,
2345,ES,0.1,0.4,,
2346,ES,0.4,0.5,,
2347,ES,0.05,0.5,,
2348,ES,0.1,0.24,,
2349,ES,0.05,0.7,,
2350,ES,0.3,0.4,,
2351,ES,0.3,0.02,,
2352,ES,0.4,0.6,,
2353,ES,0.4,0.5,,
2354,ES,0.4,1.0,,
2355,ES,0.4,0.6,,
2356,ES,0.2,0.9,,
2357,ES,0.25,,0.3,0.05
2358,ES,0.35,0.7,,
2359,ES,0.2,0.6,,
2360,ES,0.003,0.666,,
2361,ES,0.25,,0.5,0.02
2362,ES,0.8,0.6,,
2363,ES,0.4,0.6,,
2364,ES,0.5,1.0,,
2365,ES,0.1,0.5,,
2366,ES,0.1,0.5,,
2367,ES,0.5,0.02,,
2368,ES,,,,
2369,ES,0.4,0.5,,
